row m/z;MCCe0449.mzML Peak area;MCCe0450.mzML Peak area;MCCe0451.mzML Peak area;MCCe0452.mzML Peak area;MCCe0453.mzML Peak area;MCCe0454.mzML Peak area;MCCe0455.mzML Peak area;MCCe0456.mzML Peak area;MCCe0457.mzML Peak area;MCCe0458.mzML Peak area;MCCe0459.mzML Peak area;MCCe0460.mzML Peak area;MCCe0461.mzML Peak area;MCCe0462.mzML Peak area;MCCe0463.mzML Peak area;MCCe0464.mzML Peak area;MCCe0465.mzML Peak area;MCCe0466.mzML Peak area;MCCe0467.mzML Peak area;MCCe0468.mzML Peak area;MCCe0469.mzML Peak area;MCCe0470.mzML Peak area;MCCe0471.mzML Peak area;MCCe0472.mzML Peak area;MCCe0473.mzML Peak area;MCCe0474.mzML Peak area;MCCe0481.mzML Peak area;MCCe0482.mzML Peak area;MCCe0483.mzML Peak area;MCCe0484.mzML Peak area;MCCe0485.mzML Peak area;MCCe0486.mzML Peak area;MCCe0487.mzML Peak area;MCCe0488.mzML Peak area;MCCe0489.mzML Peak area;MCCe0490.mzML Peak area;MCCe0491.mzML Peak area;MCCe0492.mzML Peak area;MCCe0493.mzML Peak area;MCCe0494.mzML Peak area;MCCe0495.mzML Peak area;MCCe0496.mzML Peak area;MCCe0497.mzML Peak area;MCCe0498.mzML Peak area;MCCe0499.mzML Peak area;MCCe0500.mzML Peak area;MCCe0501.mzML Peak area;MCCe0502.mzML Peak area;MCCe0503.mzML Peak area;MCCe0504.mzML Peak area
352.2457033;3484.641;3384.969;4889.67;3870.798;4099.7314;3219.5095;2766.483;2897.8228;3386.5974;2074.9915;1617.5896;989.8094;1528.6481;1659.3093;2065.7703;2018.0737;1744.3096;1735.4089;1451.0479;1137.6663;1391.2388;1799.6078;634.2198;1885.6633;1769.1917;1035.8855;13347.925;15101.505;16355.968;18638.434;16361.522;16377.325;20303.893;15238.916;17123.338;16411.05;19739.455;16689.402;14509.356;12798.677;12909.1455;18048.945;18444.684;23726.96;23151.023;16387.904;14685.919;18000.787;10958.142;22095.273
357.2145012;214.16415;153.21983;156.97583;191.64703;110.22004;164.31105;211.03389;157.3603;39.769096;328.0082;84.442055;130.24925;131.007;69.40327;75.4315;95.67593;72.315796;138.2122;141.63408;205.10135;193.3359;13.8628645;72.646935;147.49278;163.68336;149.40288;605.1276;559.59705;531.65314;702.9618;0;0;0;0;0;0;0;0;632.6051;449.92062;649.3503;350.91522;0;0;0;0;0;0;0;0
357.3358704;0;0;0;0;0;0;0;0;0;10.930407;0;0;0;0;0;0;0;0;1.8917617;0;5.2969494;0;0;0;0;0;38.867134;196.26833;34.150146;143.63043;27.521286;14.025335;2.0240936;27.806232;2.692088;44.852036;2.0053515;24.378057;33.71725;49.61039;205.19228;59.317524;15.536899;22.727613;0;8.125644;33.135338;34.804176;2.748001;44.039356
364.2817042;0;0;0;0;0;1.712575;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1796.275;0;40.40349;0;0;8.901444;2.3784971;0;0;0;0;0;0;0;0;10.270272;2.6096582;0;0;0;0;0;36.31967;0
368.2193728;1031.5487;1361.2991;1632.7245;1469.9545;1450.1642;1367.8389;972.9153;1020.4767;1387.4547;79.922806;71.61033;66.2142;53.633396;73.07287;85.42036;60.681057;91.61175;123.308235;85.68012;117.7362;109.210495;113.50867;106.27213;124.12209;81.56298;120.14986;2600.8013;3325.4775;3984.3967;4252.7676;4490.886;4446.4546;5326.546;4436.657;4726.749;4516.2314;4833.9497;4658.105;4417.6216;4238.6333;4059.924;4916.752;5039.743;5501.0586;5789.5615;5013.1553;4394.704;4958.6943;3862.2349;5254.732
368.2466259;35.15088;37.62676;50.491524;49.110306;71.654076;54.127853;61.648956;47.963825;41.813797;283.39508;182.09906;175.368;192.4441;235.51033;194.6267;242.26892;219.43315;187.25383;253.87958;257.00262;237.22343;292.2654;171.69952;249.10207;281.56992;217.78622;0;15.064758;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
377.3021135;54.964127;1.765842;11.41443;14.625896;6.349251;36.459457;84.60375;12.491246;24.294565;47.957306;0;0;0;0;5.390336;0;16.194464;41.457047;5.4011774;6.931923;7.602151;15.091319;0;20.474625;5.35594;0;141.52298;273.10587;78.987495;398.68137;82.663734;29.985102;83.75752;45.375217;15.809299;141.62358;6.72599;113.714325;82.564;86.646706;325.29282;86.78754;105.30176;43.804592;76.63478;15.765928;151.17926;79.34369;92.443886;131.34322
379.3356147;603.93976;106.28051;1.8601869;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
380.2767688;155.27573;220.12521;332.64575;273.34045;264.09854;173.62381;174.01016;195.15784;159.56369;184.31808;75.701805;45.04238;119.286514;76.59692;167.26242;173.80931;89.56227;140.64726;126.288284;62.1995;83.48252;67.84436;86.491745;84.88349;150.17917;106.822876;1302.4628;1410.2554;1791.2681;2088.0022;1731.6827;1586.8413;2177.4312;1402.6514;1877.5698;1717.0635;1959.1283;1933.5187;1549.9597;1088.0594;1189.1577;1702.2429;1828.1907;2710.489;2599.6775;1696.3318;1506.0369;1924.6261;1027.7476;2111.8667
381.1300094;0;0;43.332275;0;17.255533;447.85962;0;13.421605;2.0623195;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17.77516;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
381.1305044;0;152.3045;770.0377;290.83374;854.1935;1815.99;619.3102;1032.7115;617.8798;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;296.89966;705.3685;363.91635;1130.2383;0;1.7313743;6.24617;37.478615;0;0;0;0;1.902459;0;0;0;0;0;0;0;0;0;0;0
382.1472262;59.7029;53.204037;51.66458;75.212135;54.25196;50.264435;65.434395;34.75283;36.823944;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;111.57679;275.72186;98.22799;231.35782;13.931548;27.619453;6.7278576;36.104958;6.019165;55.43827;43.76732;77.41062;84.99051;115.15558;268.644;118.14018;32.66257;2.3001838;5.6433916;18.514004;68.63135;111.91246;41.223423;60.82149
387.2437049;0;0;0;0;0;0;0;0;0;522.9574;400.5014;431.14307;378.98254;400.5872;448.33347;465.13153;266.72485;414.55542;417.28046;418.08508;264.06235;450.53113;263.9651;407.64096;378.559;441.4278;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
392.2532166;0;0;0;0;0;0;0;0;0;439.3179;8.717733;14.011074;3.394134;11.786444;6.392725;22.822323;6.7102666;23.312603;9.651213;0;0;13.660438;1.7014081;0;1.9753855;7.1820374;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
393.2090315;234.8856;242.19562;0;734.266;0;0;0;20.951206;0;247.42802;0;0;0;0;0;0;0;0;0;0;0;0;7.9070625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;417.8084;0;0;1.8817418
395.2332586;1466.4941;933.38214;974.2073;829.11194;862.5022;511.9096;0;867.023;924.132;2924.1294;2075.223;2341.4492;2081.2175;2096.2463;2048.5537;2586.1025;1935.0986;2049.437;1944.299;2300.572;1918.1829;1985.0203;2158.2034;1934.502;2035.1451;1977.865;0;0;0;362.41077;113.291115;0;0;0;136.48581;0;0;0;0;0;0;0;44.44284;0;0;154.34335;0;0;0;0
396.2506521;95.01528;70.17062;64.836975;85.96239;128.20123;82.80934;56.368553;10.486767;112.43848;3.889067;2.1953669;0;2.1422577;2.1290994;3.9984417;4.0645666;2.0941253;1.825188;7.9350553;0;0;4.1915464;0;3.9364672;1.98243;3.669786;221.99965;262.72586;342.42435;363.80112;359.19177;350.41272;547.6088;208.14276;470.5178;288.13406;446.7109;459.38403;262.02078;253.60393;301.07892;408.49097;298.8446;501.66852;608.42883;428.18555;368.79187;480.72394;254.33972;487.9074
397.1044665;0;0;0;0;0;214.33784;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.953335;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
397.104544;0;67.08844;594.8411;240.67188;650.34216;1413.5288;433.132;809.9085;471.98215;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;269.06534;672.84155;352.15402;1045.2717;8.413643;4.857267;2.0123446;88.25347;0;0;0;0;1.8099183;0;0;0;0;0;0;0;0;0;0;0
398.2150176;1.8219558;0;2.2827718;1.9721335;6.227231;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;131.01723;143.24268;65.186806;159.28821;202.15921;179.68825;194.65858;59.989273;104.138504;138.42477;212.87611;112.463524;39.063076;33.773464;106.77051;61.062096;172.85359;631.04877;742.0063;25.917788;41.364506;170.76176;72.13666;224.59416
408.3078554;5.54478;0;14.179244;1.7082394;0;0;0;0;1.8022653;20.455393;0;0;27.26374;0;29.519888;0;0;107.52407;5.6374454;90.025856;9.306622;13.477081;0;0;19.84589;15.939738;191.02763;306.441;315.88315;448.258;479.2772;287.22232;955.07916;330.07928;425.55524;493.76138;291.18564;346.4225;316.94318;323.1964;357.13583;347.66916;421.58762;562.137;471.63495;229.19466;309.11435;296.01926;220.41681;366.45316
409.1611313;0;0;0;0;0;0;0;0;0;174.40887;0;0;0;0;0;0;0;0;19.905294;10.149686;17.681;0;0;0;17.922237;1.82727;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
414.1885971;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36.772278;81.22195;103.894844;60.518867;75.96993;80.35838;119.91235;82.154655;21.20372;33.047455;148.35878;80.07194;12.265704;56.621532;61.870453;11.08016;61.440598;239.18599;269.5223;9.225085;23.180914;87.53687;24.746914;117.28232
414.2361012;1630.6736;1013.6568;960.9066;923.485;917.912;530.3225;714.099;931.01025;824.1112;1469.0436;0;0;0;0;0;0;0;0;0;3.117447;1.8216276;0;0;18.13258;0;0;76.78572;23.573982;67.43504;50.50041;9.055824;45.217735;56.74074;77.18583;26.583231;67.032104;59.287167;6.972443;79.42684;42.45552;27.549183;45.405678;2.2692003;8.619137;7.4218464;51.418335;66.01073;71.68539;100.50957;14.761293
415.1571781;0;0;0;47.052387;0;0;0;4.003496;0;0;50.928997;0;8.280636;0;0;30.683548;265.44608;83.33883;0;0;70.87439;0;0;16.983898;0;0;2.1549792;0;4.8660145;1.8402877;175.35463;135.89664;0;63.01404;262.87762;147.40562;399.52258;0;0;605.6996;581.9239;2.2349973;289.92828;333.09433;126.88169;6.2001066;397.1119;651.7199;239.63885;417.24838
415.2114259;617.6122;664.2439;685.87744;533.7284;713.78973;411.55478;785.42847;692.0224;602.2533;1568.4911;1639.2776;833.5931;1520.1888;1405.3171;672.46204;1523.9167;680.4106;1360.004;1681.5845;1960.3042;1803.0176;1659.5123;729.6554;665.6144;1541.3289;1515.289;2101.7761;3136.5447;1958.0166;2297.1372;1414.8823;1051.129;911.09686;1234.4447;1023.34283;1515.231;1164.1079;1392.4733;2258.207;1531.6378;2916.996;2109.431;1076.8711;1016.74036;1074.8215;1254.6106;1449.0586;1192.7222;1109.742;1305.203
416.2275522;373.21423;208.05411;308.56705;358.94904;336.67487;249.49873;374.60452;302.7489;200.0969;497.0942;50.213036;0;8.131698;0;0;0;38.001785;57.23913;16.709679;25.263578;138.31914;108.17842;74.01505;104.05714;117.96864;130.18471;443.81723;652.1396;299.7626;754.15454;0;0;0;0;0;0;0;0;450.3523;422.3828;876.9589;282.9089;0;0;0;0;0;0;0;0
421.2920933;62.48351;6.1672716;23.446198;27.06046;29.067703;38.20689;73.93749;29.2629;28.346899;49.696846;0;0;0;0;0;0;1.7868578;8.13729;1.9947596;0;1.8176208;1.7966566;0;1.7426727;0;0;66.561844;180.55444;45.432392;189.43121;0;0;0;0;0;0;0;2.3977613;44.461445;60.846844;222.89523;32.9923;0;0;0;0;1.8333883;0;19.659231;0
424.4143911;157.05795;146.05815;158.46147;197.4278;85.75683;181.76846;171.68584;45.679333;109.86189;208.603;86.75861;126.023735;113.51488;116.614235;91.28015;91.03748;77.30614;117.679405;148.2107;131.80019;141.33534;126.36583;88.43117;102.893974;141.66446;147.49695;545.8515;635.66675;424.01193;731.7923;102.76116;47.763885;102.593925;124.117485;22.720203;161.05478;64.39372;154.18088;386.15884;428.5548;1015.21173;416.7371;71.47749;136.37195;56.72357;103.34147;165.18991;122.15709;131.44217;115.49018
429.088582;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;284.36865;0;0;26.572666;257.53516;465.19357;25.021648;261.78076;100.45302;264.90662;312.32983;120.511604;453.71027;137.50273;0;0;276.42776;119.47931;86.05082;0;24.153242;439.99063;52.965958;391.05206
430.2435953;2065.2764;1428.2107;1412.253;1631.2234;1453.8608;1417.866;1657.6052;1326.4996;1344.4502;2808.161;1075.0577;1022.0087;1102.9553;1094.3911;775.5563;1072.2737;966.2962;998.3552;1537.6638;1390.8407;1450.3445;1108.0364;973.21985;1045.9215;1302.2953;1149.3954;2843.8167;4243.6045;2946.5984;4507.9463;338.4331;278.5373;394.95947;795.38727;383.66803;583.82477;263.4393;1108.9026;2428.4707;2301.3474;4233.1206;2631.1936;506.76407;602.1402;323.16556;540.7462;323.35608;364.45245;875.03406;649.2581
436.3034931;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.8999906;17.030304;0;0;0;0;0;0;0;0;0;363.6639;0;0;0;0;0;0;0;0;0;0
437.1932765;359.3774;226.65317;335.0786;323.40753;350.9996;245.70148;357.21738;299.0847;314.1404;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;345.88132;499.6324;347.92328;410.4672;223.6416;58.6878;65.205315;152.52838;129.38467;242.5434;190.05936;121.94185;408.37195;241.20999;411.72485;416.5539;58.5943;52.90311;15.433535;170.38208;227.37274;31.925138;266.04306;255.86844
437.1933619;6343.324;6348.2104;6549.327;6112.6543;7195.974;5074.031;7225.512;6688.4644;6230.3286;3510.402;4026.4941;2871.9626;3849.8274;3788.417;2565.6277;4400.806;2654.7695;3680.509;4049.1895;4709.192;4241.1846;4089.5967;2633.3892;2614.9011;4172.645;3967.8682;9060.873;11716.493;8360.887;10111.838;6736.339;5732.2227;5820.309;6283.068;5938.3486;7194.316;6471.5664;6913.4014;9455.472;7368.827;10847.82;9147.038;6071.001;5485.1973;5644.2266;6245.407;6952.9214;6237.3354;6379.938;6710.0996
437.2355986;335.44577;359.48868;0;1036.5001;0;0;5.8236;8.799297;0;340.7831;0;0;0;0;0;0;0;0;0;0;0;0;12.842721;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;420.19772;0;0;0
439.3029205;1075.9208;950.41547;781.96216;1033.7556;827.5668;836.23395;861.9791;760.0689;917.70746;864.7077;447.87933;359.81918;423.76468;431.48734;378.68536;428.64774;392.6315;443.83704;745.15515;529.83594;570.96173;569.3441;302.46683;372.47952;591.0122;454.25305;2067.8948;2688.9763;1587.871;2331.2864;604.37805;427.3886;464.0195;514.9854;325.91672;590.05804;384.15207;756.77985;1190.4806;1073.8608;2346.2305;1095.1587;464.6641;589.91455;381.0364;334.2286;578.4043;700.7062;617.62805;563.11566
440.4097232;1590.0505;1164.5664;1426.9045;1564.6808;1218.9122;1367.7506;1533.7689;1114.7234;1150.752;2104.7512;888.7323;1405.5024;1309.3573;1047.9695;874.9508;1033.2695;776.1967;1169.6232;1378.151;1393.9537;1533.1327;1082.2704;988.55835;1138.6252;1258.1326;1497.1261;4072.2493;4188.2695;3449.0989;3968.5674;992.1815;673.05414;543.6424;1249.1765;864.58405;1122.4302;450.07193;1631.9868;2625.2039;2566.0935;5567.981;3137.3623;866.4966;1619.0903;589.2165;675.78394;1131.9454;463.50653;1126.9718;1400.6759
446.1168166;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;218.4581;231.55202;0;11.030619;0;0;0;0;0;0;0;0;0;62.556637;0;3.9245663;0;1.877105;0;0;0;0;6.686804;0
447.0988946;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;551.72424;51.490646;41.74792;57.488815;384.10873;702.9117;154.52425;575.1585;87.35329;560.6656;758.0512;252.32709;779.7343;224.48248;19.119247;2.196907;514.7784;244.64291;167.21349;0;37.881023;730.5743;109.67579;693.2141
452.2251541;174.53769;112.48328;83.055244;132.11066;112.65556;46.09108;108.42188;100.14596;52.014523;56.65838;0;0;0;0;0;0;0;0;5.587596;19.714558;25.078075;2.0824986;3.7126381;7.2391515;15.053009;14.712516;214.55031;313.16223;202.4308;324.94437;15.497855;0;12.751428;63.10708;0;30.063671;0;71.072495;154.37248;188.06319;264.06964;191.03342;12.288378;43.83737;8.006231;10.907398;6.560182;12.837046;37.90329;41.96157
452.4456515;133.98582;91.46757;123.25432;150.70163;100.49733;143.60602;125.328865;74.86497;88.63399;203.6853;71.95357;94.12484;88.22461;92.029655;72.05009;82.82056;72.96965;90.90602;123.16158;118.52686;126.994965;127.14685;61.303085;62.22042;122.303986;56.88278;559.62714;773.91614;389.81625;685.34326;87.27252;52.89853;84.94997;132.6386;30.698742;166.37595;89.35017;160.91214;380.11993;340.75464;1086.1951;505.16266;75.337746;138.25908;63.171677;76.057526;136.32414;142.72008;131.4416;132.49104
453.1673194;3596.1143;3618.627;3604.365;3212.0103;4004.8708;2925.7373;3845.7603;3529.083;3686.6794;1254.1865;1326.0221;1107.014;1346.5914;1313.8212;1006.38184;1310.6245;1010.0661;1266.431;1296.4747;1376.2655;1350.0978;1268.1589;983.62756;1013.78625;1311.2301;1280.5747;3806.3967;5138.873;4493.4727;4549.4224;3684.0078;3306.2297;3404.5684;3950.2292;3654.919;4010.77;3934.067;3917.824;5056.0107;4404.8105;5106.592;4893.093;3834.1892;3786.5745;3795.8552;3965.698;4145.5513;3908.4797;4076.8428;3897.159
453.1873145;68.91715;158.93507;143.82523;139.15758;192.85114;55.470303;242.29233;186.94418;184.24309;3.465827;22.765965;0;7.5100484;15.497588;0;7.1973987;0;1.9731576;31.685862;20.281933;25.529026;20.146025;0;0;33.306053;15.045167;269.69177;453.73184;197.31834;265.63028;120.706635;40.47369;35.698498;31.132427;76.1573;183.87215;128.8502;52.49722;211.02881;152.66893;263.9397;294.4745;128.24686;36.799267;123.5625;32.760834;74.90105;146.9216;51.86608;140.0718
453.317888;222.01181;200.48232;178.31651;203.92635;193.97688;182.45056;180.72375;117.24885;183.20917;122.1634;32.369083;19.324162;30.982353;36.65;1.7213151;39.193718;19.071976;21.437252;113.039444;55.32912;56.008484;49.044403;6.5934105;9.847969;61.190666;35.221786;129.1725;362.79495;125.15762;329.5184;0;0;0;0;0;0;0;0;137.4156;184.63081;266.22186;133.31181;0;0;0;0;0;0;0;0
460.2114994;628.2438;535.0701;605.9167;485.10242;499.77496;491.42157;586.60986;519.289;559.30884;685.30853;740.7624;610.12695;716.4945;698.6102;659.5084;626.10223;695.6096;700.68384;699.5404;646.15857;647.6965;653.0179;659.4497;653.4761;671.62476;678.73584;289.66162;183.56635;283.3728;333.6426;158.39499;328.90997;287.63562;260.3693;202.7449;211.31201;248.15675;209.57997;303.6265;224.99324;263.43036;209.30705;172.12523;260.6538;207.18878;157.4336;250.66528;258.2766;304.2192;286.71176
463.3270404;0;0;0;0;0;0;0;0;0;909.11597;809.7046;824.1917;801.4835;814.2356;769.32745;824.08777;781.8826;769.0297;779.1974;745.089;724.8014;774.24713;743.8724;685.968;804.2235;759.6248;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
465.1881414;45.811806;38.360687;72.896095;76.20443;106.102394;29.406713;117.5552;97.53181;92.28341;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;236.13597;69.42426;35.62331;57.293716;21.131603;6.3221765;0;17.598408;0;10.684314;8.420614;8.726888;49.503513;34.83213;91.24555;75.17212;2.6817775;9.901317;2.2694159;1.8516557;22.407707;14.62032;22.788994;24.222624
467.1016218;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;556.5015;64.91873;45.525772;133.39864;440.1975;1016.08246;132.21591;996.5775;146.4772;518.7685;603.06195;362.8656;856.53955;491.08575;92.73915;70.39696;818.86127;643.0778;138.59903;17.19331;124.21569;1100.6893;52.763107;955.07153
468.4408065;1072.6798;816.5102;1048.4376;1101.2848;920.4055;996.0223;1055.3102;790.6028;790.6688;1332.2683;617.3127;934.3794;885.8671;661.76953;566.46014;630.7494;500.1302;773.9687;916.5331;908.19244;1030.581;642.3166;649.3427;684.78546;804.1842;1013.4618;2833.7048;2656.4365;2508.8154;2825.335;732.67896;367.08496;404.11133;704.5337;510.32623;648.26447;321.0141;1030.0902;1792.2708;1806.8727;3716.3604;1803.8988;446.94116;891.78174;325.19553;549.1686;629.4084;312.3635;673.38324;756.62177
469.1001742;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;157.5192;0;0;16.780972;99.18352;262.28555;27.519836;279.42252;12.458376;139.4073;149.59993;62.43551;254.02325;128.99443;0;0;128.28658;158.8239;19.101608;0;19.021872;291.7996;0;231.7133
475.2967056;0;0;0;0;0;0;0;0;0;441.0034;251.93156;231.71834;269.56662;243.74487;231.28699;255.16025;251.30942;238.21907;286.25552;231.07434;245.8143;246.0647;197.11862;233.16025;285.09283;210.79486;293.78058;460.5187;392.3329;477.2365;288.94208;282.03574;201.93994;266.72867;268.67422;356.8537;262.055;285.55923;417.37296;428.37518;529.24036;396.80484;323.00662;246.51672;230.87224;215.98996;317.9657;288.89478;186.58612;257.96027
477.3432648;0;0;0;0;0;0;0;0;0;3017.5032;2603.9495;2565.5576;2595.5964;2591.4053;2533.091;2758.9753;2454.6506;2478.2766;2521.5623;2477.794;2300.6465;2544.5508;2371.623;2460.7212;2493.7043;2533.6035;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
479.2679906;210.76326;170.06937;156.3847;222.04944;163.16031;188.26477;205.57358;152.51633;176.64832;229.52275;121.18274;95.51886;108.33027;131.16718;90.41678;100.82062;96.81224;151.19125;211.97011;171.95557;186.38586;164.86993;63.06398;110.36289;158.52325;104.43306;571.4065;1066.4955;573.1411;1022.18243;236.17802;128.86598;131.70808;244.64566;89.47054;294.22754;50.166496;390.29004;621.69495;501.7204;1182.8999;561.32794;162.58488;312.9721;88.83641;116.73487;227.75398;177.5532;239.99109;300.49323
481.2614833;425.92072;452.14688;0;1253.8334;0;0;4.230487;77.51738;0;451.5399;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;331.93948;0;0;0
481.2835133;181.62733;148.5276;149.76535;189.03284;161.54039;189.4732;196.83185;185.256;179.66968;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1969.2974;2003.7001;797.4297;2415.684;54.085037;10.748454;102.87052;599.8691;18.787016;293.163;190.78267;887.5167;477.53165;489.2016;865.2834;411.75003;0;339.53943;56.49144;381.2565;424.03943;378.9961;15.686509;1211.8744
481.3132934;1248.1837;1045.4965;972.83;1123.6761;965.20746;940.1757;930.70905;762.272;904.08655;1070.7452;498.618;391.06973;494.66946;517.56415;371.17142;480.25522;384.74188;478.30823;813.03;639.7219;641.12866;623.10547;302.3089;388.42764;617.49097;504.87732;2062.1265;2650.6533;1170.0441;1811.5201;317.78763;298.018;299.66074;444.27036;223.24794;460.77884;259.04324;541.558;837.0519;982.0281;1681.8693;917.738;319.43317;436.06055;250.80318;258.20728;383.09137;389.88065;400.18704;406.16757
493.2766494;0;33.918056;26.579956;202.76797;30.158863;18.755497;21.616692;199.54837;60.05819;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17.56131;21.757858;118.4824;66.200294;0;0;34.690895;103.51127;0;0;0;19.308786;81.79059;0;0;96.09377;0;91.34498;230.98749;92.75031;0;110.989624;196.17783;19.805838
495.2992449;168.55652;144.84412;138.49959;167.89745;151.72539;167.00932;202.7301;141.01884;154.05707;165.19646;81.19372;45.036667;54.600624;50.62594;53.85379;44.41902;75.13335;96.09094;100.67663;125.603966;141.36655;144.73154;57.32161;99.017235;136.72318;93.662025;396.93317;619.26074;367.7665;628.1263;99.79498;56.271534;96.13616;94.35038;84.31647;123.19141;58.974606;173.66438;218.4646;191.87872;615.1623;265.42493;74.68204;165.38658;50.45588;99.58084;87.7506;87.40508;125.38936;130.57872
511.2236223;0;0;0;0;0;0;0;0;0;240.86948;3.8061213;1.8472499;1.9629937;1.73525;9.359926;15.408978;5.594199;5.5821595;0;1.8019218;1.730601;0;0;1.8975146;5.4625597;1.7804122;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
511.2942292;130.41197;94.489204;96.37734;95.09301;81.20451;100.00411;89.484215;80.69319;91.543;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211.31448;390.9505;332.18036;370.92426;245.15976;71.766205;92.133705;174.52347;126.16163;192.08089;93.7953;402.17038;200.22292;249.54134;1142.1632;258.80554;162.24228;353.42395;138.39685;57.681393;479.76627;137.71895;238.86656;144.79901
511.5191101;25.986961;40.29124;84.95622;27.529789;98.175;29.854212;44.093086;27.289516;37.512077;149.42517;50.06001;52.607075;64.815254;91.949005;85.52213;149.90318;76.33385;77.47347;87.12637;94.82713;60.390945;116.31595;76.86326;141.51353;118.60142;28.819466;269.91852;240.36337;332.31693;271.91724;409.20673;482.2328;309.0583;427.47217;391.8229;504.45068;363.6026;431.49768;466.06598;271.33344;321.28955;640.26013;592.20526;288.88574;560.6652;392.0425;473.33237;568.48846;272.36182;734.7729
